Temperature_C,rA_1mM,rA_1mM_std,rA_2mM,rA_2mM_std,rA_3mM,rA_3mM_std,rA_5mM,rA_5mM_std,rU_1mM,rU_1mM_std,rU_2mM,rU_2mM_std,rU_3mM,rU_3mM_std,rU_5mM,rU_5mM_std
0,6.674121131928936,0.004333288712138903,8.5034750091098,0.010696867533935095,9.486448810186507,0.014048634151580738,10.762821853589774,0.01630876149312031,6.5770976338764,0.019208455669041353,8.541487729029608,0.009828716540230929,9.57108523626465,0.018086067880989997,10.72468035856122,0.07014750810563707
20,6.721498495681424,0.002596515264141688,8.628538463303698,0.012763747480987063,9.595616549318482,0.03139248891129403,10.823746460127401,0.012722643036456833,6.707325801047321,0.017408586907579904,8.627783563312608,0.0071819761175806775,9.683862380192627,0.02587436548523109,10.769916678278353,0.049633693627554924
40,6.858304273570683,0.004550057814633642,8.775599842788766,0.007641863356809917,9.853432166086783,0.007242905330940433,10.93845456201335,0.009377332202597075,6.974969205380277,0.014988766059858345,8.776431080047939,0.006142232067708326,9.735820339530964,0.03351122270007006,10.898414200621634,0.03912562758666426
60,7.052344507013989,0.0021993608775961494,8.905134052629945,0.0060842861062713706,9.867280853443312,0.006763352724432413,10.973002656819547,0.005187709560353369,7.156936038335321,0.0066276246566426,8.923957128387572,0.006278929451975324,9.924926901926296,0.04123663548710381,11.043725816931353,0.03258924650912169
80,7.120879575256236,0.0028326546876724958,8.969297644578939,0.008650138265856993,9.969690648314197,0.020730002971248107,11.050535606362399,0.009262158164011786,7.306382255652951,0.016217648651430255,9.024514242905308,0.006365817417859677,10.02529333655774,0.04660407762448922,11.144292123709516,0.028794033349863156
100,7.299298879808405,0.009125178097886951,9.065467899685354,0.009519057101851408,10.037293206456214,0.005910933060199576,11.127427935804505,0.004864541734915104,7.359501734005796,0.01444067202246713,9.16715130040247,0.0043206970809556156,10.09151115194721,0.050865229900331994,11.268017358520078,0.025988600030593823
