0.216	1.7991	0.10647
0.217	1.9093	0.10721
0.218	1.8594	0.10849
0.219	2.0001	0.10767
0.22	1.7186	0.10898
0.221	1.9328	0.10989
0.222	1.8409	0.11166
0.223	1.8126	0.1129
0.224	1.7784	0.11494
0.225	1.4513	0.11382
0.226	1.8336	0.11729
0.227	1.6506	0.11835
0.228	1.8179	0.12158
0.229	1.8931	0.12293
0.23	1.6173	0.1224
0.231	1.5464	0.12604
0.232	1.7373	0.12628
0.233	1.6521	0.12868
0.234	1.9739	0.13172
0.235	1.3271	0.13191
0.236	1.6477	0.13453
0.237	1.586	0.13707
0.238	1.5947	0.13951
0.239	1.4846	0.14144
0.24	1.5148	0.14446
0.241	1.5808	0.14462
0.242	1.4787	0.14702
0.243	1.4237	0.1533
0.244	1.4887	0.15609
0.245	1.4125	0.16044
0.246	1.4049	0.15866
0.247	1.5745	0.16153
0.248	1.3803	0.16733
0.249	1.4296	0.17299
0.25	1.6292	0.17845
0.251	1.479	0.17749
0.252	1.3759	0.18772
0.253	1.2291	0.19313
0.254	1.7128	0.19592
0.255	1.3828	0.20081
0.256	1.4789	0.21284
0.257	1.1515	0.21917
0.258	1.3255	0.22483
0.259	1.932	0.22837
0.26	1.0178	0.24196
0.261	0.98016	0.25748
0.262	1.2672	0.26844
0.263	0.8648	0.2915
0.264	1.2945	0.31191
0.265	1.6488	0.3296
0.266	1.3482	0.35705
0.267	1.4259	0.40798
0.268	1.8411	0.46444
0.269	2.8002	0.5684
0.27	2.4273	0.71966
