# Base  Sugar  Phosphate  Total
 2811.043496  2317.693912  2065.038535  7193.775943
 2677.749094  2278.155482  2089.340662  7045.245238
 2750.292420  2335.302845  2208.541065  7294.136330
 2432.222868  2372.454310  2209.994201  7014.671379
 2647.213312  2351.865896  2111.347601  7110.426809
 2802.226213  2220.369946  2198.167398  7220.763557
 2252.566942  2257.905914  2164.814183  6675.287039
 2599.266402  2212.825696  2281.057327  7093.149425
 2865.018287  2133.496927  2213.185111  7211.700325
 2856.737650  2223.422403  2160.899845  7241.059899
 2840.460486  2283.491675  2288.161000  7412.113161
 3014.623109  2178.419186  2105.114568  7298.156863
 2819.677367  2023.785785  1861.025297  6704.488449
 2758.091225  2192.024122  2038.083866  6988.199213
 3066.121973  2119.773853  1944.632433  7130.528259
 2660.349829  2186.347866  2173.455398  7020.153093
 2786.317808  2222.180500  2190.367716  7198.866024
 2575.899059  2296.715033  2166.607957  7039.222049
 2499.707327  2349.387891  2107.033146  6956.128364
 2866.814230  2197.356070  2197.968277  7262.138577
 2810.399854  2284.103081  2198.228024  7292.730959
 3038.193732  2281.281690  2047.230793  7366.706215
 2949.160789  2331.731451  2158.831159  7439.723399
 3086.322206  2111.652208  2005.246029  7203.220443
 2768.348424  2255.503324  2168.585032  7192.436780
 2619.388605  2225.995515  2112.789052  6958.173172
 2606.648999  2291.994954  2095.715727  6994.359680
 3161.758383  2119.471919  2141.684395  7422.914697
 2981.395685  2250.073056  2288.715973  7520.184714
 3142.980857  2023.469649  2125.117726  7291.568232
 3058.640977  2191.723379  2173.568922  7423.933279
 2635.584346  2279.174420  2113.719491  7028.478256
 2637.844417  2285.461705  2127.084327  7050.390450
 2681.843909  2325.537952  2134.740911  7142.122772
 2736.523509  2257.616691  2141.661678  7135.801877
 2674.748579  2160.047210  2229.245223  7064.041012
 2399.891824  2205.190396  2261.525245  6866.607466
 2409.246744  2219.493681  2319.288448  6948.028873
 2445.659092  2261.457699  2155.601266  6862.718057
 2371.094666  2282.042093  2273.349959  6926.486718
 2774.168782  2284.438569  1953.597224  7012.204575
 2622.932125  2243.658750  2289.200650  7155.791525
 2661.222941  2298.906435  2024.731192  6984.860568
 2789.838555  2378.820631  2224.619127  7393.278313
 2508.317991  2326.154971  2189.004906  7023.477868
 3067.112682  2079.526115  2035.795398  7182.434195
 2757.389610  2332.187892  2120.610316  7210.187818
 2928.841135  2209.860723  2221.702183  7360.404041
 3027.070536  2125.625455  2113.529582  7266.225572
 2632.657595  2241.504494  2153.056118  7027.218208
 2760.260755  2230.406658  2196.236939  7186.904353
 2302.742566  2272.857739  2239.019792  6814.620098
 2703.794489  2323.237119  2219.073286  7246.104894
 2193.181835  2273.895982  2221.149793  6688.227609
 2289.864461  2327.997820  2286.089213  6903.951495
 2402.897747  2363.805318  2248.743672  7015.446737
 2351.001928  2247.648924  2229.852441  6828.503293
 2515.388109  2254.919627  2132.509542  6902.817278
 2557.579925  2303.446671  2165.657398  7026.683995
 2578.602575  2308.627519  2241.139477  7128.369570
 2779.120535  2126.712266  2205.487519  7111.320320
 3092.289669  2180.205158  2280.287644  7552.782471
 3130.486855  2136.345343  2230.948946  7497.781145
 3054.391980  2149.800985  2070.339743  7274.532708
 2665.847532  2274.760945  2202.967906  7143.576383
 2376.353140  2281.129229  2235.077215  6892.559585
 2265.735488  2262.298356  2095.497710  6623.531554
 2645.460537  2302.788247  2177.054650  7125.303433
 2314.269414  2344.009766  2296.127578  6954.406758
 2616.600994  2315.125710  2192.158258  7123.884962
 2811.466826  2257.671868  2151.660447  7220.799141
 2713.574002  2303.918494  2114.530678  7132.023174
 2629.210938  2197.462564  2156.535500  6983.209002
 2449.517512  2324.989797  2259.892869  7034.400178
 2338.362224  2199.685149  2240.108596  6778.155968
 2652.386244  2247.747395  2130.087989  7030.221628
 2542.397940  2326.113966  2182.556959  7051.068865
 2377.373843  2225.749957  2197.727641  6800.851440
 2479.212800  2285.303050  2062.844596  6827.360445
 2631.421272  2312.363927  2300.996040  7244.781239
 2370.578527  2238.601996  2090.482473  6699.662997
 2333.293224  2335.658048  2182.123248  6851.074520
 2777.160438  2214.311153  2172.679729  7164.151320
 2870.456448  2374.015696  2090.384627  7334.856771
 2656.367289  2182.179227  2221.134223  7059.680739
 2446.248029  2340.195960  2301.365437  7087.809426
 2495.936135  2293.575109  2241.816720  7031.327965
 2835.831036  2157.432374  2243.578272  7236.841682
 3057.889583  2209.115650  2059.001393  7326.006626
 2912.236053  2325.333085  2206.450036  7444.019174
 2563.576435  2118.533609  2189.632822  6871.742865
 3527.514332  2041.453965  2250.243298  7819.211595
 2969.541717  2183.602504  2198.612777  7351.756997
 3011.729361  2289.428114  2121.876469  7423.033944
 2609.760314  2324.019640  2142.838029  7076.617983
 2464.740680  2218.425496  2184.639817  6867.805994
 2559.752084  2282.470293  2267.555226  7109.777603
 2722.051760  2246.148786  2138.539982  7106.740527
 2700.660552  2341.193048  2149.751212  7191.604812
 2791.004172  2303.381520  2135.887373  7230.273065
 2613.858231  2226.856115  2213.382902  7054.097248
 3175.901799  2169.989004  2169.263487  7515.154290
 2720.727055  2337.248756  2235.521535  7293.497345
 2841.132115  2220.846753  2110.227666  7172.206534
 2651.578131  2225.078754  2179.588985  7056.245870
 2885.621271  2264.114880  2240.756024  7390.492175
 2782.629528  2122.689115  2119.993461  7025.312104
 2297.132026  2250.355054  2113.645362  6661.132442
 2786.121028  2268.072498  2181.616619  7235.810145
 2729.840165  2317.433666  2215.489906  7262.763737
 3076.310915  2157.278128  2198.558271  7432.147314
 2665.411791  2248.051653  2290.905250  7204.368694
 2774.291656  2202.954991  2164.491144  7141.737790
 3080.238860  2201.393540  2209.382504  7491.014903
 3004.886707  2262.502693  2137.444553  7404.833954
 2693.263456  2231.010055  2272.560899  7196.834410
 2794.503332  2225.972149  2253.015409  7273.490889
 2698.760256  2205.124551  2255.106517  7158.991323
 2922.893415  2221.414027  2198.609869  7342.917311
 2732.511745  2268.145003  2312.140060  7312.796808
 2685.452249  2304.831694  2323.740388  7314.024330
 2363.176384  2321.725357  2138.779945  6823.681687
 2408.345295  2270.548149  2183.718669  6862.612113
 2382.670984  2286.044243  2200.432560  6869.147787
 2906.068252  2227.083817  2247.944496  7381.096565
 2418.139860  2314.751491  2210.739920  6943.631271
 2912.550504  2275.118911  2091.174438  7278.843853
 2539.242371  2351.908427  2198.727945  7089.878743
 2697.471905  2146.815502  2203.681854  7047.969261
 2097.981426  2282.908007  2136.119979  6517.009411
 2915.115364  2229.436706  2226.799586  7371.351656
 3028.607656  2182.985235  2245.497551  7457.090443
 2924.408085  2303.009687  2128.222517  7355.640290
 2362.951404  2305.045596  2175.976412  6843.973412
 2191.847233  2366.324240  2121.914079  6680.085552
 2488.860124  2418.821167  2213.900584  7121.581875
 2758.682911  2210.959399  2240.742006  7210.384317
 2772.729309  2175.754097  2266.611996  7215.095401
 2633.911606  2335.247654  2186.448508  7155.607767
 3159.574647  2212.859568  2100.615815  7473.050030
 3082.920548  2188.045600  2116.091569  7387.057717
 2921.023369  2202.478539  2084.334767  7207.836675
 2769.258342  2278.984723  2151.786857  7200.029922
 2637.132582  2259.377016  2306.280706  7202.790304
 2964.981132  2065.217439  2240.487605  7270.686176
 3101.402378  2134.142453  2109.251918  7344.796749
 2997.893544  2218.663744  2136.819738  7353.377026
 2260.701484  2332.115445  2256.181875  6848.998804
 2521.926898  2272.167968  2112.967307  6907.062174
 2733.938749  2327.937181  2262.128664  7324.004594
 2805.677450  2175.857685  2222.086829  7203.621964
 3019.619400  2296.772958  2112.096425  7428.488783
 3278.046086  2083.740837  2094.184264  7455.971186
 2703.517608  2236.380006  2213.704987  7153.602601
 2878.577522  2282.442611  2185.215756  7346.235888
 2569.937890  2270.196026  2085.858682  6925.992598
 2628.079802  2195.311113  2111.260499  6934.651414
 2804.338280  2256.683047  2216.276494  7277.297821
 2309.133887  2364.514890  2268.514781  6942.163558
 2722.976191  2208.568459  2232.439387  7163.984037
 2926.241944  2283.219542  2082.797659  7292.259146
 3114.090034  2161.718686  2145.981719  7421.790440
 2794.701544  2237.396262  2226.285080  7258.382886
 3000.169042  2190.270923  2179.414900  7369.854865
 3139.064779  2099.765657  2078.864296  7317.694732
 3091.079856  2259.854809  2109.495769  7460.430434
 2825.894134  2273.601539  2295.337992  7394.833666
 2915.030609  2215.791403  2100.472991  7231.295004
 2936.948549  2262.413668  2065.306382  7264.668598
 2869.053546  2268.874737  2118.977949  7256.906233
 2793.776020  2146.153010  2060.117124  7000.046155
 2846.145007  2149.150193  2121.784684  7117.079884
 2444.119161  2251.893417  2145.408750  6841.421328
 2723.909549  2182.122915  2166.880510  7072.912974
 3025.002883  2296.578266  2219.378240  7540.959389
 2802.322042  2169.303481  2086.572765  7058.198288
 2345.326746  2237.422726  2153.043035  6735.792507
 2269.234426  2326.212023  2215.027022  6810.473470
 2265.999700  2304.914995  2319.438508  6890.353203
 2616.169313  2336.993522  2185.608776  7138.771611
 2338.191520  2332.304188  2223.658318  6894.154025
 3038.914111  2180.992175  2199.787910  7419.694196
 2924.303354  2202.769497  2242.219380  7369.292232
 2668.178515  2324.998952  2104.501307  7097.678774
 2705.694499  2318.381083  2232.009622  7256.085204
 2900.395990  2240.792880  2203.177248  7344.366118
 2908.253769  2199.997071  2222.315162  7330.566002
 2731.018260  2165.211272  2189.072920  7085.302453
 2951.655195  2256.023232  2163.592680  7371.271107
 2530.349283  2394.318126  2105.565320  7030.232729
 2748.127783  2345.162808  2199.305312  7292.595903
 2407.109326  2230.137871  2004.273954  6641.521151
 2481.238866  2246.399511  2184.887924  6912.526301
 3247.409719  2169.146079  2088.116108  7504.671906
 3025.914038  2229.303982  2115.150816  7370.368837
 2640.193284  2250.070199  2183.079611  7073.343095
 2756.506721  2210.144121  2132.843088  7099.493930
 2534.242891  2181.489137  2061.629438  6777.361466
 2414.077361  2297.013115  2259.064616  6970.155092
 2629.246963  2318.334699  2137.912203  7085.493865
 2630.750827  2245.064117  2149.032479  7024.847423
 2633.549068  2347.539305  2234.348718  7215.437091
 2840.290064  2221.870577  2321.196717  7383.357359
 2503.394595  2271.297343  2174.503678  6949.195616
 2970.106090  2284.093569  2234.067421  7488.267080
 2857.995418  2171.149872  2185.281402  7214.426692
 2873.136506  2309.926334  2024.384862  7207.447701
 2581.537808  2312.201118  2154.837890  7048.576816
 3002.353286  2296.111219  2168.888608  7467.353113
 2966.782593  2295.211146  2230.703414  7492.697154
 2705.954840  2351.650528  2267.769374  7325.374742
 2726.616496  2222.440207  2194.456356  7143.513059
 2633.869211  2201.250274  2260.932978  7096.052464
 2772.616575  2268.055647  2121.201076  7161.873298
 2760.114928  2169.215180  2304.779399  7234.109508
 2221.154932  2347.464480  2027.919754  6596.539165
 2721.300490  2290.522020  2124.969918  7136.792429
 2740.456993  2249.087596  2212.642543  7202.187132
 2670.132928  2246.725414  2150.239252  7067.097594
 2992.993657  2225.539003  2122.551278  7341.083939
 3204.091815  2233.987150  2096.711540  7534.790505
 2866.477303  2198.887896  2189.982651  7255.347850
 2877.923885  2135.573615  2178.255100  7191.752599
 2792.854235  2187.123744  2251.770747  7231.748726
 2766.555785  2238.775088  2182.928130  7188.259003
 2574.608560  2279.177351  2222.032188  7075.818099
 2828.373712  2307.965527  2232.553710  7368.892948
 2437.032418  2361.367101  2209.795859  7008.195377
 2576.288925  2218.731016  2260.729047  7055.748989
 2385.071850  2363.211314  2245.869542  6994.152706
 2643.917935  2321.269472  2159.661911  7124.849319
 2518.724114  2237.205124  2213.271935  6969.201172
 2796.986456  2207.321209  2049.956806  7054.264472
 2723.224599  2217.367078  2168.442083  7109.033760
 2563.432375  2262.796992  2160.218652  6986.448019
 3040.446312  2215.197432  2105.108332  7360.752076
 3026.199942  2151.579205  2186.430906  7364.210054
 2580.643190  2288.979474  2069.253561  6938.876226
 2647.503131  2207.187381  2203.727143  7058.417655
 2595.151859  2275.570589  2141.161869  7011.884317
 3117.274429  2010.673426  1996.314651  7124.262506
 2916.586763  2140.137431  2097.003351  7153.727544
 2789.474536  2185.483943  2127.692216  7102.650695
 3118.613274  2032.818827  2016.546251  7167.978352
 2956.868934  2147.514624  2195.040670  7299.424228
 3240.629754  2060.742853  2228.406506  7529.779112
 3436.569616  2056.728572  2055.624238  7548.922425
 2567.671818  2154.649397  2075.373295  6797.694510
 2942.613220  2122.072830  2123.964475  7188.650525
 2948.226482  2185.472292  2078.714705  7212.413478
 2761.505031  2219.194566  2355.448109  7336.147706
 2600.185200  2328.024538  2157.627532  7085.837270
 2263.780331  2197.257483  2076.633031  6537.670845
 2436.228274  2315.819479  2068.637440  6820.685192
 2554.809395  2275.523287  2287.788064  7118.120746
 2518.084713  2372.200539  2195.823172  7086.108424
 2692.339460  2147.701425  2335.987990  7176.028874
 2804.056082  2206.911013  2151.808304  7162.775398
 2510.100813  2255.591413  2332.412766  7098.104993
 2743.841938  2161.099347  2159.194304  7064.135590
 2885.788427  2137.309019  2155.338279  7178.435725
 2878.189359  2257.943604  2246.012755  7382.145718
 2820.726924  2287.413162  2124.786650  7232.926736
 2733.222478  2196.866665  2264.307610  7194.396753
 2953.811589  2184.229043  2146.035766  7284.076398
 2715.986802  2323.864572  2098.943953  7138.795328
 2924.070172  2235.458066  2174.830779  7334.359017
 2437.915802  2210.419519  2224.625923  6872.961244
 2680.435955  2122.637332  2091.639389  6894.712676
 2546.511163  2375.614881  2217.142528  7139.268571
 2833.689401  2247.020905  2128.471923  7209.182228
 3040.875198  2106.507536  2069.022790  7216.405525
 3176.019600  2101.768405  2017.601940  7295.389944
 3406.650278  2105.996731  1895.457191  7408.104200
 3130.288935  2102.521757  2027.144961  7259.955653
 3292.421865  2093.977001  2022.378445  7408.777311
 3249.024001  2199.290106  2057.915054  7506.229161
 2953.798142  2221.590279  2131.877540  7307.265962
 3113.027498  2248.376268  2015.533337  7376.937103
 2870.581758  2187.680642  2218.925025  7277.187424
 2607.081040  2227.751586  2134.809077  6969.641703
 3196.790098  2205.765678  2165.959730  7568.515506
 2905.967832  2084.112391  2158.375382  7148.455605
 2730.807851  2272.802509  2307.809029  7311.419389
 2577.306993  2242.127930  2257.418833  7076.853757
 2931.468181  2246.988978  2186.075196  7364.532354
 2897.441559  2184.613983  2172.958614  7255.014156
 2912.048165  2234.078561  2176.226644  7322.353371
 3083.029252  2107.906050  2195.291836  7386.227138
 2642.188573  2268.838658  2208.759116  7119.786346
 2606.272277  2259.886875  2243.918503  7110.077655
 2765.096529  2160.827571  2198.295936  7124.220036
 2789.520042  2220.718826  2121.161516  7131.400384
 2763.844160  2259.095502  2110.610566  7133.550228
 2698.997084  2285.231589  2132.598914  7116.827587
 2477.553095  2405.056626  2281.522091  7164.131812
 2774.410413  2254.663768  2106.841687  7135.915869
 2608.781984  2337.594735  2108.014274  7054.390993
 2691.918270  2306.492912  2220.816843  7219.228024
 2460.036417  2280.275126  2297.135876  7037.447420
 2645.031772  2283.636985  2200.200870  7128.869626
 2611.177563  2222.687683  2251.508233  7085.373479
 3006.162864  2164.486340  2081.022474  7251.671678
 2896.478064  2213.990057  2150.315341  7260.783461
 2433.440228  2214.454131  2165.858856  6813.753215
 2612.782222  2353.767171  2138.981645  7105.531038
 2562.849091  2266.564332  2187.036201  7016.449623
 2650.293323  2310.165881  2189.038866  7149.498070
 2490.796371  2237.465150  2220.946180  6949.207702
 2685.108505  2216.444139  2322.387058  7223.939703
 2358.725410  2291.436284  2255.145818  6905.307512
 2476.780980  2241.924915  2252.901735  6971.607630
 2684.445071  2377.215822  2090.582388  7152.243281
 2711.607573  2327.887162  2043.523660  7083.018395
 2514.354659  2247.204919  2109.081984  6870.641562
 2739.288540  2180.654784  2052.098731  6972.042055
 2925.927469  2227.718684  2067.951944  7221.598097
 2998.739870  2187.873399  2231.626190  7418.239459
 2796.176177  2220.606526  2189.745977  7206.528680
 2850.866034  2174.685416  2150.149582  7175.701032
 2727.521149  2235.926638  2156.962230  7120.410017
 2742.126799  2286.530160  2068.114521  7096.771480
 2750.033264  2299.933646  2168.202427  7218.169337
 2329.909132  2427.860745  2176.707634  6934.477511
 2567.341247  2259.995662  2272.913494  7100.250404
 2784.357486  2226.451699  2149.825918  7160.635103
 3213.675274  2166.515740  2080.644301  7460.835315
 2710.255382  2232.829966  2140.576030  7083.661377
 3104.253149  2156.511895  2111.263648  7372.028691
 3040.046435  2078.215730  2003.864483  7122.126647
 2999.842152  2186.904625  1912.973178  7099.719955
 2678.589098  2203.728617  2135.141679  7017.459393
 2713.487419  2212.395494  2162.092816  7087.975729
 2669.290491  2217.078616  2202.129035  7088.498143
 2740.711389  2278.857800  2111.529669  7131.098858
 2294.948801  2306.761597  2216.938563  6818.648961
 2359.063619  2364.843082  2241.204026  6965.110726
 2472.562348  2352.249090  2155.384806  6980.196244
 2774.541174  2311.607659  2143.794062  7229.942894
 2782.718944  2295.109904  2290.668990  7368.497838
 2865.688797  2222.557526  2207.928686  7296.175010
 2725.947423  2314.956094  2173.316916  7214.220433
 2791.550430  2238.600929  2241.928045  7272.079404
 2535.723067  2151.824834  2317.661815  7005.209716
 2636.258984  2245.832075  2203.583556  7085.674615
 2850.836760  2093.498553  2180.082426  7124.417739
 2733.757422  2276.952661  2201.485525  7212.195608
 3162.522812  2171.360989  2134.536622  7468.420423
 2659.230011  2235.976005  2230.479914  7125.685931
 2960.445159  2030.991342  2031.723696  7023.160197
 2876.037544  2126.046776  2119.268193  7121.352512
 2818.844336  2050.330673  2112.036271  6981.211280
 2651.313700  2060.845959  2178.841571  6891.001231
 2841.207611  2166.210735  2225.191274  7232.609620
 2749.543775  2228.989916  2194.172302  7172.705993
 2848.596294  2180.803286  2156.695458  7186.095037
 2926.887491  2196.296846  2098.040031  7221.224368
 2542.721480  2184.586382  2102.888257  6830.196120
 2852.908949  2125.783047  2183.099659  7161.791656
 2904.727491  2252.215148  2117.025229  7273.967868
 2358.440476  2311.830795  2198.758770  6869.030041
 2692.201852  2262.723625  2242.651047  7197.576524
 2471.220623  2271.944221  2106.895517  6850.060362
 2565.502358  2253.370519  2219.123633  7037.996510
 2847.078080  2172.494710  2120.105470  7139.678260
 2723.806309  2251.780211  2230.361100  7205.947620
 2737.570990  2188.113420  2225.149331  7150.833741
 2859.237573  2091.917386  2338.897429  7290.052387
 2546.867631  2186.903024  2323.126166  7056.896821
 2331.212680  2233.395759  2105.768037  6670.376476
 2812.691920  2226.616919  2214.941373  7254.250211
 2870.464097  2182.449831  2283.927477  7336.841406
 2690.659648  2284.470661  2174.219922  7149.350231
 2999.649589  2304.916124  2158.376811  7462.942525
 2900.897673  2208.693888  2185.494271  7295.085832
 3150.480002  2095.639230  2109.708542  7355.827774
 2483.482246  2216.724418  2229.264309  6929.470973
 2838.252340  2310.119704  2127.590965  7275.963009
 2831.265229  2148.823812  2222.336554  7202.425595
 2992.876756  2203.539669  2185.612956  7382.029381
 2742.513580  2261.501315  2067.403894  7071.418789
 2384.691487  2312.265967  2192.414520  6889.371974
 2513.544604  2261.981232  2291.482337  7067.008173
 2325.248079  2187.945520  2069.430045  6582.623643
 2642.062524  2258.990995  2259.814033  7160.867552
 2734.660976  2286.390222  2177.379619  7198.430817
 2841.713637  2306.759096  2125.381879  7273.854613
 2506.451753  2235.701580  2275.612849  7017.766182
 2624.754623  2100.102072  2285.440214  7010.296909
 2730.055783  2197.354644  2148.654134  7076.064561
 2997.994765  2357.283260  2069.200487  7424.478513
 2883.291197  2140.730796  1979.849266  7003.871259
 2763.370554  2377.276084  2045.458007  7186.104645
 2982.531942  2258.726155  2066.570495  7307.828592
 2456.460278  2258.692774  2299.320762  7014.473815
 3157.080429  2171.325280  2268.420234  7596.825944
 3214.371633  2101.368699  2095.757457  7411.497790
 2781.776914  2170.578041  2189.767439  7142.122394
 3533.906847  2090.442227  2189.194655  7813.543728
 2786.680648  2278.880084  2077.331533  7142.892264
 2865.094698  2166.873139  2192.672564  7224.640400
 2946.315231  2263.619735  2094.116745  7304.051712
 2660.128955  2225.000082  2129.876595  7015.005632
 2945.779139  2291.036679  2120.443355  7357.259173
 2797.517207  2331.981744  2223.800948  7353.299899
 2933.331750  2135.835825  2168.105286  7237.272861
 2773.827868  2312.660781  2217.213618  7303.702267
 2593.829064  2345.853042  2245.389305  7185.071411
 2885.172367  2270.882513  2182.527266  7338.582145
 2368.495742  2325.882218  2048.262325  6742.640284
 2741.661261  2224.792433  2030.942779  6997.396473
 2895.214173  2218.950809  2318.302355  7432.467337
 2588.688392  2319.368488  2256.953376  7165.010256
 2472.434627  2215.928433  2144.864900  6833.227961
 2541.624633  2170.333656  2212.688791  6924.647079
 2881.642399  2323.871561  2136.789420  7342.303379
 3057.824998  2160.515744  2212.688452  7431.029193
 2848.511092  2229.345559  2155.524298  7233.380949
 2750.324449  2332.515826  2251.791397  7334.631672
 2805.562311  2251.586710  2097.445200  7154.594220
 3269.423726  2240.677558  2129.620925  7639.722208
 3086.027296  2135.411288  2177.847575  7399.286159
 2592.383072  2209.571350  2264.165461  7066.119883
 2984.767506  2290.640610  2118.643474  7394.051590
 2534.807330  2309.818746  2092.271657  6936.897733
 2793.497633  2346.818667  2039.425415  7179.741715
 2625.610367  2181.583952  2285.235249  7092.429568
 2606.089523  2119.477032  2116.817254  6842.383808
 2265.568861  2325.419132  2254.943750  6845.931744
 2271.079812  2249.570972  2202.822232  6723.473016
 2532.180262  2365.631472  2191.454962  7089.266696
 2594.728884  2267.049200  2249.959585  7111.737668
 2075.780098  2348.755227  2185.249261  6609.784586
 2642.334169  2264.680500  2297.764525  7204.779194
 2544.992646  2257.438854  2120.193143  6922.624643
 2750.599458  2173.876097  2146.033925  7070.509480
 2772.066367  2239.524341  2085.631765  7097.222473
 2705.133134  2262.279523  2026.265371  6993.678028
 2689.650956  2322.818975  2159.530677  7172.000608
 2638.098105  2252.975588  2082.826142  6973.899836
 2536.116396  2260.181920  2233.189451  7029.487767
 2327.727345  2298.354566  2356.829308  6982.911218
 2505.505629  2319.016860  2249.213406  7073.735895
 2776.754434  2281.034512  2142.049298  7199.838244
 2310.274938  2137.834650  2028.381834  6476.491421
 2438.414510  2295.110695  2136.330824  6869.856029
 2557.603859  2242.896791  2311.664719  7112.165369
 2590.806903  2086.046448  2200.117878  6876.971230
 2939.607842  2281.212001  2152.864541  7373.684384
 2652.784819  2187.741072  2156.426771  6996.952662
 2734.608692  2238.867969  2057.711604  7031.188265
 2637.805028  2258.607149  2084.861550  6981.273727
 2447.298538  2260.690764  2305.553157  7013.542459
 2566.727100  2325.820941  2272.515335  7165.063376
 2779.817168  2288.057720  2190.662180  7258.537068
 2899.316868  2145.377489  2075.663498  7120.357855
 3166.886025  2182.343824  2213.778701  7563.008550
 2915.877305  2108.591284  2089.170489  7113.639078
 3061.624093  2149.251539  2071.596161  7282.471793
 2867.626894  2256.489068  1945.299543  7069.415504
 2414.194921  2294.560687  2012.339099  6721.094708
 2454.248195  2282.861205  2239.876486  6976.985886
 2669.112226  2225.482586  2114.168018  7008.762829
 3145.939270  2240.139793  2096.227787  7482.306850
 2980.653014  2241.292002  2150.540207  7372.485223
 2913.092797  2328.610617  2147.209501  7388.912915
 2812.991240  2248.567382  2170.873113  7232.431734
 2858.792325  2198.628408  2141.690360  7199.111093
 2600.832334  2260.485414  2103.184216  6964.501964
 3252.604307  2204.937064  1988.441791  7445.983163
 2802.432689  2098.226849  2149.765139  7050.424677
 2999.935049  2117.791973  2070.790510  7188.517533
 2623.526346  2169.242920  2167.448571  6960.217837
 3164.670828  2152.287426  2103.113131  7420.071385
 2653.886033  2284.843216  2087.897273  7026.626522
 2628.974692  2209.798323  2175.215525  7013.988539
 2662.584244  2233.315032  2109.677453  7005.576729
 2782.935887  2197.709273  2291.312287  7271.957446
 3011.113483  2358.621111  2097.913459  7467.648054
 2921.290712  2299.186524  2210.319487  7430.796723
 2585.006062  2350.858620  2096.974632  7032.839314
 2785.212988  2150.843220  2230.872062  7166.928269
 2693.624312  2216.626275  2183.595156  7093.845743
 2579.035312  2181.235953  2126.249074  6886.520338
 2668.823381  2227.106407  2226.961143  7122.890932
 2707.110838  2292.037172  2138.536060  7137.684070
 2951.412667  2165.180706  2179.825409  7296.418782
 2610.052984  2227.550131  2042.002154  6879.605269
 2619.332233  2286.431548  2158.105839  7063.869620
 2463.919947  2356.601316  2304.064408  7124.585671
 2726.711849  2290.181366  2165.754735  7182.647950
 2578.634419  2276.605543  2215.125914  7070.365876
 2607.505619  2082.950526  2014.770038  6705.226183
 2682.608738  2065.206689  2177.284734  6925.100160
 2732.463116  2123.212180  2234.758768  7090.434063
 2722.781315  2186.622460  2186.092482  7095.496257
 2701.618628  2108.611200  2098.026296  6908.256124
 2943.148153  2186.670955  2108.804624  7238.623732
 2570.693011  2221.596382  2155.959334  6948.248727
 2055.882818  2295.393760  2078.381076  6429.657653
 2876.826078  2229.968834  2294.124440  7400.919352
 2507.354208  2303.042688  2220.795357  7031.192253
 2806.893043  2346.928045  2131.142641  7284.963728
 2532.869282  2252.677593  2271.267416  7056.814291
 2966.843898  2170.762071  2174.261736  7311.867705
 2663.330909  2388.971799  2127.409754  7179.712462
 2768.159619  2297.842291  2184.908042  7250.909952
 2480.910116  2302.825077  2125.612661  6909.347853
